,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,year,month,day,hour,weekday,is_weekend,is_holiday,season,AVERAGE_SPEED_DIFF_N,LUMINOSITY_N,AVERAGE_CLOUDINESS_N,is_peak_hour,poor_visibility,hour_weekday,time_ratio
3996,2018-10-16 13:00:00,Low,38.4,7.9,83.2,LIGHT,19.0,1017.0,77.0,3.0,algumas nuvens,2018,10,16,13,1,0,0,Autumn,0.0,2,3.0,0,0,37,0.09495192307692307
3997,2018-11-05 20:00:00,Medium,35.7,14.9,85.9,DARK,12.0,1010.0,87.0,0.0,algumas nuvens,2018,11,5,20,0,0,0,Autumn,1.0,0,3.0,0,1,20,0.17345750873108265
3998,2018-07-27 01:00:00,,46.1,0.6,80.0,DARK,16.0,1016.0,100.0,0.0,nuvens quebrados,2018,7,27,1,4,0,0,Summer,,0,5.0,0,1,97,0.0075
3999,2018-09-17 05:00:00,,42.4,0.0,86.1,DARK,12.0,1016.0,100.0,0.0,,2018,9,17,5,0,0,0,Summer,,0,,0,1,5,0.0
4000,2019-05-17 03:00:00,Low,39.3,2.7,59.1,DARK,11.0,1016.0,76.0,7.0,nuvens dispersas,2019,5,17,3,4,0,0,Spring,0.0,0,4.0,0,1,99,0.045685279187817264
4001,2018-11-18 20:00:00,,37.4,1.6,66.5,DARK,11.0,985.0,93.0,0.0,,2018,11,18,20,6,1,0,Autumn,,0,,0,1,164,0.02406015037593985
4002,2018-07-31 20:00:00,,37.8,0.8,90.6,DARK,18.0,1018.0,77.0,4.0,céu claro,2018,7,31,20,1,0,0,Summer,,0,1.0,0,1,44,0.00883002207505519
4003,2018-09-26 06:00:00,,44.0,0.0,85.5,DARK,15.0,1019.0,63.0,2.0,céu claro,2018,9,26,6,2,0,0,Autumn,,0,1.0,0,1,54,0.0
4004,2018-11-24 12:00:00,Medium,33.6,19.5,85.4,LIGHT,15.0,1011.0,72.0,10.0,nuvens dispersas,2018,11,24,12,5,1,0,Autumn,1.0,2,4.0,1,1,132,0.22833723653395782
4005,2019-06-18 02:00:00,,39.8,0.0,67.3,DARK,13.0,1012.0,76.0,3.0,,2019,6,18,2,1,0,0,Spring,,0,,0,1,26,0.0
4006,2019-04-02 14:00:00,Medium,31.5,38.1,82.6,LIGHT,17.0,1017.0,67.0,4.0,céu limpo,2019,4,2,14,1,0,0,Spring,1.0,2,0.0,1,0,38,0.46125907990314774
4007,2019-08-23 11:00:00,High,38.6,59.8,80.8,LIGHT,26.0,1017.0,57.0,1.0,,2019,8,23,11,4,0,0,Summer,2.0,2,,1,0,107,0.7400990099009901
4008,2019-02-27 08:00:00,Very_High,46.0,51.8,80.5,LIGHT,11.0,1026.0,62.0,5.0,nuvens dispersas,2019,2,27,8,2,0,0,Winter,3.0,2,4.0,1,1,56,0.6434782608695652
4009,2019-02-19 08:00:00,Very_High,46.0,77.7,79.6,LIGHT,2.0,1021.0,100.0,2.0,,2019,2,19,8,1,0,0,Winter,3.0,2,,1,0,32,0.9761306532663317
4010,2018-10-20 09:00:00,Low,43.4,13.8,83.2,LIGHT,19.0,1018.0,52.0,1.0,céu claro,2018,10,20,9,5,1,0,Autumn,0.0,2,1.0,1,0,129,0.1658653846153846
4011,2019-05-16 09:00:00,High,39.3,62.2,74.2,LIGHT,14.0,1014.0,77.0,5.0,nuvens dispersas,2019,5,16,9,3,0,0,Spring,2.0,2,4.0,1,1,81,0.8382749326145552
4012,2019-05-11 03:00:00,,43.4,0.0,70.0,DARK,13.0,1021.0,100.0,2.0,nublado,2019,5,11,3,5,1,0,Spring,,0,7.0,0,1,123,0.0
4013,2019-04-01 08:00:00,Very_High,44.6,148.7,76.6,LIGHT,13.0,1012.0,67.0,3.0,céu limpo,2019,4,1,8,0,0,0,Spring,3.0,2,0.0,1,0,8,1.941253263707572
4014,2019-02-05 06:00:00,,44.3,0.0,85.7,DARK,3.0,1028.0,100.0,1.0,nuvens dispersas,2019,2,5,6,1,0,0,Winter,,0,4.0,0,1,30,0.0
4015,2018-08-05 03:00:00,Low,43.7,6.7,84.2,DARK,21.0,1015.0,88.0,0.0,céu claro,2018,8,5,3,6,1,0,Summer,0.0,0,1.0,0,1,147,0.07957244655581948
4016,2019-04-21 09:00:00,,36.3,8.5,78.6,LIGHT,18.0,1014.0,59.0,1.0,céu limpo,2019,4,21,9,6,1,0,Spring,,2,0.0,1,0,153,0.10814249363867685
4017,2018-11-25 23:00:00,,39.1,1.1,71.1,DARK,13.0,1013.0,71.0,7.0,nuvens quebrados,2018,11,25,23,6,1,0,Autumn,,0,5.0,0,1,167,0.01547116736990155
4018,2018-11-14 17:00:00,Medium,35.2,30.4,75.8,DARK,17.0,1016.0,72.0,3.0,céu claro,2018,11,14,17,2,0,0,Autumn,1.0,0,1.0,1,1,65,0.40105540897097625
4019,2019-09-10 06:00:00,Low,43.7,2.3,79.0,DARK,12.0,1021.0,81.0,4.0,,2019,9,10,6,1,0,0,Summer,0.0,0,,0,1,30,0.02911392405063291
4020,2019-05-28 14:00:00,Medium,43.2,25.0,71.4,LIGHT,24.0,1018.0,49.0,5.0,,2019,5,28,14,1,0,0,Spring,1.0,2,,1,0,38,0.35014005602240894
4021,2018-07-25 02:00:00,,43.3,2.3,89.8,DARK,17.0,1015.0,100.0,2.0,,2018,7,25,2,2,0,0,Summer,,0,,0,1,50,0.025612472160356347
4022,2019-08-27 01:00:00,Low,44.9,7.0,84.4,DARK,18.0,1015.0,100.0,1.0,,2019,8,27,1,1,0,0,Summer,0.0,0,,0,1,25,0.08293838862559241
4023,2019-01-24 13:00:00,Medium,33.4,19.4,76.7,LIGHT,15.0,1018.0,77.0,5.0,nuvens quebrados,2019,1,24,13,3,0,0,Winter,1.0,2,5.0,0,1,85,0.25293350717079527
4024,2019-09-14 00:00:00,,43.8,4.8,75.6,DARK,24.0,1020.0,33.0,4.0,nuvens dispersas,2019,9,14,0,5,1,0,Summer,,0,4.0,0,1,120,0.06349206349206349
4025,2019-02-23 02:00:00,,41.3,0.0,87.7,DARK,13.0,1028.0,76.0,3.0,céu claro,2019,2,23,2,5,1,0,Winter,,0,1.0,0,1,122,0.0
4026,2018-07-28 22:00:00,Medium,39.7,23.5,85.9,DARK,16.0,1018.0,87.0,1.0,céu claro,2018,7,28,22,5,1,0,Summer,1.0,0,1.0,0,1,142,0.2735739231664726
4027,2018-10-06 00:00:00,,44.0,2.1,87.4,DARK,12.0,1016.0,100.0,0.0,algumas nuvens,2018,10,6,0,5,1,0,Autumn,,0,3.0,0,1,120,0.02402745995423341
4028,2018-08-15 22:00:00,,39.7,4.6,88.7,DARK,17.0,1015.0,93.0,2.0,céu claro,2018,8,15,22,2,0,0,Summer,,0,1.0,0,1,70,0.05186020293122886
4029,2018-07-27 17:00:00,Very_High,43.8,49.5,86.3,LIGHT,21.0,1016.0,64.0,3.0,algumas nuvens,2018,7,27,17,4,0,0,Summer,3.0,2,3.0,1,0,113,0.5735805330243338
4030,2018-09-23 19:00:00,Low,38.9,7.4,83.4,DARK,20.0,1022.0,73.0,3.0,céu claro,2018,9,23,19,6,1,0,Autumn,0.0,0,1.0,1,1,163,0.08872901678657075
4031,2019-06-14 21:00:00,Low,39.1,12.7,85.1,DARK,15.0,1018.0,77.0,2.0,céu pouco nublado,2019,6,14,21,4,0,0,Spring,0.0,0,2.0,0,1,117,0.1492361927144536
4032,2019-09-30 20:00:00,,46.4,3.2,76.4,DARK,20.0,1016.0,88.0,1.0,nuvens quebradas,2019,9,30,20,0,0,0,Autumn,,0,5.0,0,1,20,0.041884816753926704
4033,2019-02-11 20:00:00,Medium,37.8,10.6,90.0,DARK,10.0,1030.0,87.0,2.0,céu claro,2019,2,11,20,0,0,0,Winter,1.0,0,1.0,0,1,20,0.11777777777777777
4034,2018-08-20 03:00:00,Low,44.0,1.8,85.5,DARK,21.0,1016.0,29.0,3.0,céu claro,2018,8,20,3,0,0,0,Summer,0.0,0,1.0,0,1,3,0.021052631578947368
4035,2019-08-30 23:00:00,,41.9,7.5,78.1,DARK,17.0,1019.0,100.0,2.0,,2019,8,30,23,4,0,0,Summer,,0,,0,1,119,0.09603072983354674
4036,2019-06-27 18:00:00,High,37.2,37.0,77.1,LIGHT,22.0,1018.0,72.0,2.0,céu pouco nublado,2019,6,27,18,3,0,0,Summer,2.0,2,2.0,1,0,90,0.4798962386511025
4037,2019-01-27 09:00:00,,42.0,0.0,75.6,LIGHT,9.0,1021.0,87.0,3.0,algumas nuvens,2019,1,27,9,6,1,0,Winter,,2,3.0,1,0,153,0.0
4038,2019-07-23 17:00:00,Very_High,43.7,99.3,83.8,LIGHT,23.0,1017.0,88.0,2.0,céu pouco nublado,2019,7,23,17,1,0,0,Summer,3.0,2,2.0,1,0,41,1.1849642004773269
4039,2018-08-13 00:00:00,,42.1,1.0,87.0,DARK,17.0,1018.0,100.0,3.0,,2018,8,13,0,0,0,0,Summer,,0,,0,1,0,0.011494252873563218
4040,2019-06-08 23:00:00,Low,47.8,8.6,72.9,DARK,13.0,1020.0,82.0,4.0,,2019,6,8,23,5,1,0,Spring,0.0,0,,0,1,143,0.11796982167352536
4041,2019-08-22 21:00:00,Medium,38.6,16.1,72.4,DARK,22.0,1016.0,56.0,2.0,,2019,8,22,21,3,0,0,Summer,1.0,0,,0,1,93,0.22237569060773482
4042,2019-06-15 09:00:00,Low,38.4,7.9,69.3,LIGHT,16.0,1021.0,87.0,2.0,nuvens dispersas,2019,6,15,9,5,1,0,Spring,0.0,2,4.0,1,1,129,0.11399711399711401
4043,2018-12-03 14:00:00,Medium,38.9,11.3,72.6,LIGHT,15.0,1023.0,93.0,6.0,,2018,12,3,14,0,0,0,Autumn,1.0,2,,1,0,14,0.1556473829201102
4044,2019-09-10 14:00:00,High,38.0,36.8,85.2,LIGHT,20.0,1022.0,68.0,7.0,céu pouco nublado,2019,9,10,14,1,0,0,Summer,2.0,2,2.0,1,0,38,0.43192488262910794
4045,2019-08-28 01:00:00,Low,45.6,6.7,74.1,DARK,17.0,1018.0,100.0,2.0,nuvens quebradas,2019,8,28,1,2,0,0,Summer,0.0,0,5.0,0,1,49,0.09041835357624832
4046,2018-08-07 09:00:00,Medium,37.8,22.2,84.6,LIGHT,19.0,1017.0,82.0,3.0,nuvens quebrados,2018,8,7,9,1,0,0,Summer,1.0,2,5.0,1,1,33,0.2624113475177305
4047,2019-06-13 15:00:00,High,34.9,64.4,77.8,LIGHT,18.0,1013.0,72.0,4.0,céu pouco nublado,2019,6,13,15,3,0,0,Spring,2.0,2,2.0,1,0,87,0.8277634961439589
4048,2019-02-15 00:00:00,Low,36.5,8.4,91.3,DARK,10.0,1023.0,50.0,4.0,céu claro,2019,2,15,0,4,0,0,Winter,0.0,0,1.0,0,1,96,0.09200438116100768
4049,2019-02-14 18:00:00,High,40.6,75.5,92.5,LOW_LIGHT,20.0,1022.0,45.0,4.0,céu claro,2019,2,14,18,3,0,0,Winter,2.0,1,1.0,1,1,90,0.8162162162162162
4050,2018-10-25 00:00:00,,43.9,0.0,87.9,DARK,10.0,1021.0,93.0,0.0,céu claro,2018,10,25,0,3,0,0,Autumn,,0,1.0,0,1,72,0.0
4051,2019-09-27 17:00:00,High,44.2,101.5,80.1,LIGHT,20.0,1022.0,82.0,3.0,nuvens dispersas,2019,9,27,17,4,0,0,Autumn,2.0,2,4.0,1,1,113,1.2671660424469413
4052,2019-06-15 17:00:00,High,38.1,66.5,81.2,LIGHT,18.0,1022.0,77.0,4.0,céu pouco nublado,2019,6,15,17,5,1,0,Spring,2.0,2,2.0,1,0,137,0.8189655172413793
4053,2018-11-02 09:00:00,Medium,43.1,15.5,83.4,LIGHT,15.0,1024.0,100.0,1.0,nuvens quebrados,2018,11,2,9,4,0,0,Autumn,1.0,2,5.0,1,1,105,0.1858513189448441
4054,2019-09-06 09:00:00,High,33.3,48.2,84.7,LIGHT,20.0,1019.0,45.0,5.0,,2019,9,6,9,4,0,0,Summer,2.0,2,,1,0,105,0.5690672963400236
4055,2019-03-02 02:00:00,Low,42.0,7.5,91.1,DARK,12.0,1029.0,100.0,1.0,nuvens quebradas,2019,3,2,2,5,1,0,Winter,0.0,0,5.0,0,1,122,0.08232711306256861
4056,2018-11-12 20:00:00,Low,42.6,6.8,72.4,DARK,10.0,1021.0,100.0,1.0,céu claro,2018,11,12,20,0,0,0,Autumn,0.0,0,1.0,0,1,20,0.09392265193370165
4057,2019-05-06 18:00:00,Very_High,43.1,134.8,84.1,LIGHT,16.0,1020.0,72.0,2.0,,2019,5,6,18,0,0,0,Spring,3.0,2,,1,0,18,1.6028537455410228
4058,2018-09-25 04:00:00,,40.9,0.0,93.1,DARK,19.0,1018.0,41.0,4.0,céu claro,2018,9,25,4,1,0,0,Autumn,,0,1.0,0,1,28,0.0
4059,2019-07-13 22:00:00,Low,34.7,9.9,88.4,DARK,19.0,1015.0,93.0,2.0,céu pouco nublado,2019,7,13,22,5,1,0,Summer,0.0,0,2.0,0,1,142,0.11199095022624433
4060,2019-07-20 02:00:00,Low,40.0,3.0,83.3,DARK,17.0,1016.0,100.0,5.0,nublado,2019,7,20,2,5,1,0,Summer,0.0,0,7.0,0,1,122,0.03601440576230492
4061,2019-06-04 23:00:00,,37.5,2.7,64.9,DARK,14.0,1015.0,87.0,2.0,nuvens dispersas,2019,6,4,23,1,0,0,Spring,,0,4.0,0,1,47,0.04160246533127889
4062,2018-11-04 14:00:00,Medium,46.7,11.4,67.0,LIGHT,13.0,1006.0,100.0,9.0,,2018,11,4,14,6,1,0,Autumn,1.0,2,,1,0,158,0.1701492537313433
4063,2018-08-19 00:00:00,,47.5,0.0,82.3,DARK,18.0,1016.0,68.0,2.0,céu claro,2018,8,19,0,6,1,0,Summer,,0,1.0,0,1,144,0.0
4064,2018-11-13 07:00:00,Low,44.9,4.7,82.0,LOW_LIGHT,5.0,1023.0,100.0,2.0,céu claro,2018,11,13,7,1,0,0,Autumn,0.0,1,1.0,1,1,31,0.05731707317073171
4065,2019-08-21 09:00:00,Medium,35.6,22.5,82.4,LIGHT,22.0,1018.0,50.0,3.0,,2019,8,21,9,2,0,0,Summer,1.0,2,,1,0,57,0.27305825242718446
4066,2019-06-21 05:00:00,,39.6,1.5,65.5,DARK,15.0,1017.0,93.0,1.0,nuvens quebradas,2019,6,21,5,4,0,0,Summer,,0,5.0,0,1,101,0.022900763358778626
4067,2018-10-13 20:00:00,Medium,45.4,23.9,89.7,DARK,19.0,1005.0,88.0,2.0,,2018,10,13,20,5,1,0,Autumn,1.0,0,,0,1,140,0.2664437012263099
4068,2019-06-06 03:00:00,,44.8,0.0,66.2,DARK,11.0,1015.0,82.0,4.0,nuvens dispersas,2019,6,6,3,3,0,0,Spring,,0,4.0,0,1,75,0.0
4069,2019-04-22 14:00:00,Medium,32.2,29.7,80.6,LIGHT,16.0,1001.0,87.0,4.0,nuvens quebradas,2019,4,22,14,0,0,0,Spring,1.0,2,5.0,1,1,14,0.36848635235732013
4070,2018-10-25 06:00:00,Medium,40.0,13.2,84.5,DARK,9.0,1019.0,81.0,1.0,céu claro,2018,10,25,6,3,0,0,Autumn,1.0,0,1.0,0,1,78,0.15621301775147928
4071,2018-10-06 18:00:00,Medium,38.1,52.1,89.4,DARK,17.0,1019.0,67.0,6.0,céu claro,2018,10,6,18,5,1,0,Autumn,1.0,0,1.0,1,1,138,0.5827740492170023
4072,2019-05-21 09:00:00,Very_High,43.0,100.2,70.5,LIGHT,17.0,1017.0,68.0,1.0,,2019,5,21,9,1,0,0,Spring,3.0,2,,1,0,33,1.421276595744681
4073,2019-09-29 14:00:00,Medium,39.4,31.5,86.1,LIGHT,22.0,1020.0,68.0,2.0,nuvens quebradas,2019,9,29,14,6,1,0,Autumn,1.0,2,5.0,1,1,158,0.3658536585365854
4074,2019-01-28 19:00:00,Medium,43.0,24.3,77.4,DARK,12.0,1023.0,81.0,3.0,algumas nuvens,2019,1,28,19,0,0,0,Winter,1.0,0,3.0,1,1,19,0.313953488372093
4075,2019-07-25 17:00:00,Very_High,41.4,90.2,86.5,LIGHT,19.0,1016.0,94.0,2.0,nuvens quebradas,2019,7,25,17,3,0,0,Summer,3.0,2,5.0,1,1,89,1.0427745664739885
4076,2019-09-04 07:00:00,High,41.4,13.6,71.7,LIGHT,16.0,1019.0,93.0,0.0,,2019,9,4,7,2,0,0,Summer,2.0,2,,1,0,55,0.1896792189679219
4077,2018-11-24 14:00:00,Medium,43.3,10.9,81.7,LIGHT,13.0,1010.0,87.0,8.0,,2018,11,24,14,5,1,0,Autumn,1.0,2,,1,0,134,0.13341493268053856
4078,2019-04-16 15:00:00,High,33.4,57.6,81.9,LIGHT,20.0,1013.0,63.0,3.0,céu limpo,2019,4,16,15,1,0,0,Spring,2.0,2,0.0,1,0,39,0.7032967032967032
4079,2019-09-21 10:00:00,Medium,42.4,28.9,85.6,LIGHT,18.0,1008.0,93.0,8.0,,2019,9,21,10,5,1,0,Summer,1.0,2,,1,0,130,0.33761682242990654
4080,2018-11-29 21:00:00,Low,38.0,5.1,87.3,DARK,11.0,1019.0,100.0,0.0,,2018,11,29,21,3,0,0,Autumn,0.0,0,,0,1,93,0.058419243986254296
4081,2018-08-20 01:00:00,,45.3,0.0,81.1,DARK,22.0,1016.0,27.0,3.0,céu claro,2018,8,20,1,0,0,0,Summer,,0,1.0,0,1,1,0.0
4082,2018-08-15 21:00:00,Low,42.8,4.9,94.1,DARK,18.0,1015.0,93.0,1.0,céu claro,2018,8,15,21,2,0,0,Summer,0.0,0,1.0,0,1,69,0.05207226354941552
4083,2018-08-06 08:00:00,High,43.7,18.4,88.8,LIGHT,18.0,1016.0,100.0,1.0,,2018,8,6,8,0,0,0,Summer,2.0,2,,1,0,8,0.2072072072072072
4084,2018-09-11 10:00:00,Medium,34.5,31.4,93.8,LIGHT,22.0,1021.0,69.0,2.0,céu claro,2018,9,11,10,1,0,0,Summer,1.0,2,1.0,1,0,34,0.3347547974413646
4085,2019-06-28 23:00:00,,40.7,2.5,60.5,DARK,17.0,1017.0,100.0,4.0,nuvens dispersas,2019,6,28,23,4,0,0,Summer,,0,4.0,0,1,119,0.04132231404958678
4086,2018-08-21 08:00:00,Low,37.1,4.7,89.9,LIGHT,29.0,999.0,42.0,1.0,céu claro,2018,8,21,8,1,0,0,Summer,0.0,2,1.0,1,0,32,0.052280311457174634
4087,2019-06-19 02:00:00,,43.5,6.0,76.9,DARK,16.0,1014.0,100.0,4.0,,2019,6,19,2,2,0,0,Spring,,0,,0,1,50,0.07802340702210663
4088,2019-04-24 23:00:00,,37.9,3.1,82.7,DARK,10.0,1004.0,87.0,4.0,,2019,4,24,23,2,0,0,Spring,,0,,0,1,71,0.037484885126964934
4089,2019-05-23 19:00:00,Medium,35.7,29.9,64.5,LIGHT,17.0,1021.0,77.0,6.0,céu pouco nublado,2019,5,23,19,3,0,0,Spring,1.0,2,2.0,1,0,91,0.4635658914728682
4090,2019-02-22 04:00:00,,41.5,0.0,88.3,DARK,10.0,1027.0,76.0,4.0,céu claro,2019,2,22,4,4,0,0,Winter,,0,1.0,0,1,100,0.0
4091,2018-11-24 22:00:00,Medium,49.0,3.9,66.4,DARK,14.0,1009.0,100.0,3.0,,2018,11,24,22,5,1,0,Autumn,1.0,0,,0,1,142,0.05873493975903614
4092,2019-02-11 05:00:00,Low,41.3,3.3,84.3,DARK,4.0,1028.0,93.0,0.0,céu claro,2019,2,11,5,0,0,0,Winter,0.0,0,1.0,0,1,5,0.03914590747330961
4093,2019-08-22 13:00:00,Medium,37.6,26.3,82.8,LIGHT,31.0,1017.0,43.0,2.0,,2019,8,22,13,3,0,0,Summer,1.0,2,,0,0,85,0.3176328502415459
4094,2019-01-28 05:00:00,,42.1,0.0,75.0,DARK,11.0,1025.0,87.0,5.0,nuvens quebrados,2019,1,28,5,0,0,0,Winter,,0,5.0,0,1,5,0.0
4095,2019-04-17 03:00:00,Low,51.1,1.3,69.4,DARK,12.0,1007.0,71.0,4.0,céu limpo,2019,4,17,3,2,0,0,Spring,0.0,0,0.0,0,1,51,0.018731988472622477
4096,2019-07-18 22:00:00,Low,35.1,3.1,74.1,DARK,19.0,1015.0,93.0,4.0,,2019,7,18,22,3,0,0,Summer,0.0,0,,0,1,94,0.041835357624831315
4097,2018-09-07 08:00:00,High,44.6,43.2,75.3,LIGHT,16.0,1013.0,68.0,0.0,céu claro,2018,9,7,8,4,0,0,Summer,2.0,2,1.0,1,0,104,0.5737051792828686
4098,2019-04-19 02:00:00,,38.9,1.0,70.8,DARK,12.0,1014.0,100.0,1.0,céu limpo,2019,4,19,2,4,0,0,Spring,,0,0.0,0,1,98,0.014124293785310734
4099,2019-06-17 14:00:00,Medium,33.9,25.7,74.9,LIGHT,17.0,1016.0,87.0,0.0,céu pouco nublado,2019,6,17,14,0,0,0,Spring,1.0,2,2.0,1,0,14,0.34312416555407205
4100,2019-02-05 08:00:00,Very_High,48.7,66.5,75.9,LOW_LIGHT,2.0,1029.0,86.0,1.0,céu claro,2019,2,5,8,1,0,0,Winter,3.0,1,1.0,1,1,32,0.8761528326745718
4101,2019-08-28 00:00:00,Low,46.0,3.6,73.9,DARK,17.0,1018.0,100.0,2.0,nuvens quebradas,2019,8,28,0,2,0,0,Summer,0.0,0,5.0,0,1,48,0.04871447902571042
4102,2019-06-26 00:00:00,Low,46.8,3.4,61.4,DARK,17.0,1015.0,93.0,3.0,céu pouco nublado,2019,6,26,0,2,0,0,Summer,0.0,0,2.0,0,1,48,0.05537459283387622
4103,2019-09-16 16:00:00,High,39.3,129.8,89.7,LIGHT,22.0,1017.0,83.0,1.0,céu pouco nublado,2019,9,16,16,0,0,0,Summer,2.0,2,2.0,1,0,16,1.4470457079152732
4104,2019-06-08 12:00:00,Medium,34.4,24.2,78.5,LIGHT,18.0,1022.0,59.0,4.0,céu pouco nublado,2019,6,8,12,5,1,0,Spring,1.0,2,2.0,1,0,132,0.30828025477707005
4105,2019-05-15 04:00:00,,40.3,1.9,67.0,DARK,14.0,1013.0,87.0,1.0,,2019,5,15,4,2,0,0,Spring,,0,,0,1,52,0.02835820895522388
4106,2019-02-14 20:00:00,Low,35.1,18.1,100.1,DARK,14.0,1022.0,71.0,3.0,céu claro,2019,2,14,20,3,0,0,Winter,0.0,0,1.0,0,1,92,0.18081918081918083
4107,2019-05-20 05:00:00,,37.8,0.0,63.6,DARK,8.0,1014.0,87.0,1.0,,2019,5,20,5,0,0,0,Spring,,0,,0,1,5,0.0
4108,2018-08-04 15:00:00,,37.0,9.9,91.7,LIGHT,33.0,1016.0,46.0,4.0,céu claro,2018,8,4,15,5,1,0,Summer,,2,1.0,1,0,135,0.1079607415485278
4109,2019-06-05 02:00:00,Low,36.5,6.4,69.9,DARK,12.0,1015.0,93.0,2.0,,2019,6,5,2,2,0,0,Spring,0.0,0,,0,1,50,0.09155937052932761
4110,2019-02-15 05:00:00,,35.8,3.1,90.7,DARK,8.0,1022.0,58.0,3.0,céu claro,2019,2,15,5,4,0,0,Winter,,0,1.0,0,1,101,0.034178610804851156
4111,2019-08-21 14:00:00,High,43.5,35.3,77.0,LIGHT,28.0,1018.0,54.0,4.0,,2019,8,21,14,2,0,0,Summer,2.0,2,,1,0,62,0.4584415584415584
4112,2019-02-20 21:00:00,,39.4,0.0,87.6,DARK,8.0,1023.0,76.0,2.0,céu claro,2019,2,20,21,2,0,0,Winter,,0,1.0,0,1,69,0.0
4113,2019-09-19 19:00:00,Medium,38.6,38.8,87.9,DARK,17.0,1016.0,93.0,1.0,nuvens quebradas,2019,9,19,19,3,0,0,Summer,1.0,0,5.0,1,1,91,0.4414106939704209
4114,2019-04-20 23:00:00,Low,35.9,16.7,90.6,DARK,17.0,1013.0,77.0,3.0,céu pouco nublado,2019,4,20,23,5,1,0,Spring,0.0,0,2.0,0,1,143,0.18432671081677704
4115,2019-05-22 05:00:00,,39.9,0.0,68.2,DARK,11.0,1017.0,100.0,1.0,,2019,5,22,5,2,0,0,Spring,,0,,0,1,53,0.0
4116,2018-10-18 23:00:00,,43.1,0.0,80.3,DARK,16.0,1014.0,82.0,3.0,céu claro,2018,10,18,23,3,0,0,Autumn,,0,1.0,0,1,95,0.0
4117,2019-09-07 10:00:00,Low,43.9,13.2,77.1,LIGHT,20.0,1018.0,40.0,6.0,,2019,9,7,10,5,1,0,Summer,0.0,2,,1,0,130,0.17120622568093385
4118,2019-09-18 00:00:00,,40.7,1.1,80.1,DARK,16.0,1016.0,100.0,1.0,,2019,9,18,0,2,0,0,Summer,,0,,0,1,48,0.013732833957553061
4119,2019-06-23 07:00:00,,43.1,0.0,71.6,LIGHT,15.0,1011.0,100.0,1.0,,2019,6,23,7,6,1,0,Summer,,2,,1,0,151,0.0
4120,2019-02-18 01:00:00,,39.6,2.9,89.6,DARK,10.0,1017.0,93.0,5.0,,2019,2,18,1,0,0,0,Winter,,0,,0,1,1,0.03236607142857143
4121,2019-02-25 02:00:00,,41.5,0.0,88.8,DARK,10.0,1028.0,62.0,5.0,céu claro,2019,2,25,2,0,0,0,Winter,,0,1.0,0,1,2,0.0
4122,2018-07-24 16:00:00,High,36.9,50.1,90.7,LIGHT,22.0,1016.0,73.0,5.0,algumas nuvens,2018,7,24,16,1,0,0,Summer,2.0,2,3.0,1,0,40,0.5523704520396913
4123,2018-07-24 15:00:00,Medium,43.8,41.3,86.3,LIGHT,22.0,1016.0,77.0,5.0,algumas nuvens,2018,7,24,15,1,0,0,Summer,1.0,2,3.0,1,0,39,0.47856315179606024
4124,2018-09-29 22:00:00,Low,39.8,9.0,92.6,DARK,16.0,1016.0,93.0,1.0,céu claro,2018,9,29,22,5,1,0,Autumn,0.0,0,1.0,0,1,142,0.09719222462203024
4125,2019-05-21 06:00:00,Medium,43.2,8.0,62.9,LIGHT,10.0,1015.0,82.0,2.0,céu pouco nublado,2019,5,21,6,1,0,0,Spring,1.0,2,2.0,0,0,30,0.1271860095389507
4126,2018-10-22 09:00:00,High,40.9,36.6,88.8,LIGHT,15.0,1022.0,68.0,2.0,céu claro,2018,10,22,9,0,0,0,Autumn,2.0,2,1.0,1,0,9,0.41216216216216217
4127,2018-12-08 09:00:00,,42.0,0.0,76.1,LIGHT,6.0,1032.0,100.0,1.0,,2018,12,8,9,5,1,0,Autumn,,2,,1,0,129,0.0
4128,2018-09-02 21:00:00,Low,38.9,9.9,90.2,DARK,20.0,1012.0,82.0,0.0,céu claro,2018,9,2,21,6,1,0,Summer,0.0,0,1.0,0,1,165,0.10975609756097561
4129,2018-08-17 03:00:00,,42.5,3.3,89.6,DARK,15.0,1017.0,88.0,3.0,céu claro,2018,8,17,3,4,0,0,Summer,,0,1.0,0,1,99,0.036830357142857144
4130,2018-11-07 21:00:00,,46.4,0.0,70.4,DARK,9.0,1017.0,87.0,3.0,algumas nuvens,2018,11,7,21,2,0,0,Autumn,,0,3.0,0,1,69,0.0
4131,2019-02-27 15:00:00,Medium,37.1,22.5,91.6,LIGHT,16.0,1028.0,72.0,3.0,nuvens dispersas,2019,2,27,15,2,0,0,Winter,1.0,2,4.0,1,1,63,0.24563318777292578
4132,2018-10-28 11:00:00,Low,44.0,17.0,87.4,LIGHT,11.0,1011.0,57.0,9.0,algumas nuvens,2018,10,28,11,6,1,0,Autumn,0.0,2,3.0,1,0,155,0.19450800915331806
4133,2019-05-15 21:00:00,,42.7,0.0,62.3,DARK,15.0,1015.0,93.0,5.0,nuvens quebradas,2019,5,15,21,2,0,0,Spring,,0,5.0,0,1,69,0.0
