,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,year,month,day,hour,weekday,is_weekend,is_holiday,season,AVERAGE_SPEED_DIFF_N,LUMINOSITY_N,AVERAGE_CLOUDINESS_N,is_peak_hour,poor_visibility,hour_weekday,time_ratio,AVERAGE_FREE_FLOW_SPEED_lag1,AVERAGE_FREE_FLOW_SPEED_lag2,AVERAGE_FREE_FLOW_SPEED_lag4,AVERAGE_TIME_DIFF_lag1,AVERAGE_TIME_DIFF_lag2,AVERAGE_TIME_DIFF_lag4,rolling_speed_mean_3h,rolling_speed_std_3h,speed_change,hour_day_cat,hour_sin,hour_cos
3766,2019-04-19 23:00:00,Low,35.8,6.6,85.4,DARK,17.0,1019.0,72.0,3.0,céu limpo,2019,4,19,23,4,0,0,Spring,1,0,0.0,0,1,119,0.07728337236533957,35.4,37.0,35.6,11.3,13.5,31.4,36.06666666666667,0.8326663997875028,0.3999999999999986,23_4,-0.25881904510252157,0.9659258262890681
2200,2019-04-20 00:00:00,Low,34.1,6.4,73.2,DARK,16.0,1019.0,76.0,3.0,céu limpo,2019,4,20,0,5,1,0,Spring,1,0,0.0,0,1,120,0.08743169398907104,35.8,35.4,34.2,6.6,11.3,9.9,35.099999999999994,0.8888194417327198,-1.6999999999999957,0_5,0.0,1.0
2315,2019-04-20 01:00:00,Medium,36.5,0.9,67.1,DARK,17.0,1018.0,63.0,3.0,céu limpo,2019,4,20,1,5,1,0,Spring,0,0,0.0,0,1,121,0.013412816691505217,34.1,35.8,37.0,6.4,6.6,13.5,35.46666666666667,1.2342339054390297,2.3999999999999986,1_5,0.25881904510252074,0.9659258262890683
5801,2019-04-20 02:00:00,Medium,38.7,0.8,71.3,DARK,16.0,1018.0,52.0,3.0,céu limpo,2019,4,20,2,5,1,0,Spring,0,0,0.0,0,1,122,0.011220196353436187,36.5,34.1,35.4,0.9,6.4,11.3,36.43333333333334,2.300724523565341,2.200000000000003,2_5,0.49999999999999994,0.8660254037844387
5459,2019-04-20 03:00:00,Medium,41.4,0.0,75.1,DARK,16.0,1018.0,55.0,1.0,céu limpo,2019,4,20,3,5,1,0,Spring,0,0,0.0,0,1,123,0.0,38.7,36.5,35.8,0.8,0.9,6.6,38.86666666666667,2.454248017893499,2.6999999999999957,3_5,0.7071067811865476,0.7071067811865476
4552,2019-04-20 05:00:00,Medium,41.3,0.0,75.2,DARK,15.0,1018.0,71.0,2.0,céu limpo,2019,4,20,5,5,1,0,Spring,0,0,0.0,0,1,125,0.0,41.4,38.7,34.1,0.0,0.8,6.4,40.46666666666666,1.530795000427441,-0.10000000000000142,5_5,0.9659258262890683,0.25881904510252074
438,2019-04-20 06:00:00,Medium,41.4,0.0,76.3,LOW_LIGHT,15.0,1018.0,59.0,2.0,céu limpo,2019,4,20,6,5,1,0,Spring,0,1,0.0,0,1,126,0.0,41.3,41.4,36.5,0.0,0.0,0.9,41.36666666666667,0.05773502691920308,0.10000000000000142,6_5,1.0,6.123233995736766e-17
1995,2019-04-20 07:00:00,Medium,39.1,15.1,70.6,LIGHT,16.0,1018.0,51.0,4.0,céu limpo,2019,4,20,7,5,1,0,Spring,2,2,0.0,1,0,127,0.21388101983002833,41.4,41.3,38.7,0.0,0.0,0.8,40.6,1.300000000000106,-2.299999999999997,7_5,0.9659258262890683,-0.25881904510252063
6530,2019-04-20 08:00:00,Low,40.8,6.5,83.6,LIGHT,18.0,1018.0,55.0,0.0,céu limpo,2019,4,20,8,5,1,0,Spring,1,2,0.0,1,0,128,0.07775119617224881,39.1,41.4,41.4,15.1,0.0,0.0,40.43333333333333,1.193035344545024,1.6999999999999957,8_5,0.8660254037844387,-0.4999999999999998
9,2019-04-20 09:00:00,Low,34.8,10.1,84.4,LIGHT,19.0,1018.0,55.0,3.0,céu limpo,2019,4,20,9,5,1,0,Spring,1,2,0.0,1,0,129,0.11966824644549762,40.8,39.1,41.3,6.5,15.1,0.0,38.233333333333334,3.092463958291899,-6.0,9_5,0.7071067811865476,-0.7071067811865475
2283,2019-04-20 10:00:00,Medium,34.6,22.5,77.4,LIGHT,20.0,1018.0,49.0,3.0,céu limpo,2019,4,20,10,5,1,0,Spring,2,2,0.0,1,0,130,0.2906976744186046,34.8,40.8,41.4,10.1,6.5,0.0,36.73333333333333,3.5232560697932356,-0.19999999999999574,10_5,0.49999999999999994,-0.8660254037844387
2473,2019-04-20 12:00:00,High,33.1,50.9,81.2,LIGHT,24.0,1017.0,44.0,2.0,céu limpo,2019,4,20,12,5,1,0,Spring,3,2,0.0,1,0,132,0.626847290640394,34.6,34.8,39.1,22.5,10.1,15.1,34.166666666666664,0.9291573243190355,-1.5,12_5,1.2246467991473532e-16,-1.0
1724,2019-04-20 14:00:00,Medium,33.1,34.3,81.9,LIGHT,24.0,1016.0,49.0,4.0,céu limpo,2019,4,20,14,5,1,0,Spring,2,2,0.0,1,0,134,0.41880341880341876,33.1,34.6,40.8,50.9,22.5,6.5,33.6,0.8660254037859147,0.0,14_5,-0.4999999999999997,-0.8660254037844388
5825,2019-04-20 15:00:00,Medium,35.1,58.1,78.3,LIGHT,24.0,1015.0,44.0,5.0,céu limpo,2019,4,20,15,5,1,0,Spring,2,2,0.0,1,0,135,0.7420178799489144,33.1,33.1,34.8,34.3,50.9,10.1,33.76666666666667,1.1547005383803333,2.0,15_5,-0.7071067811865471,-0.7071067811865479
6557,2019-04-20 16:00:00,High,32.3,101.2,80.4,LIGHT,24.0,1015.0,41.0,4.0,céu limpo,2019,4,20,16,5,1,0,Spring,3,2,0.0,1,0,136,1.2587064676616915,35.1,33.1,34.6,58.1,34.3,22.5,33.5,1.4422205101864927,-2.8000000000000043,16_5,-0.8660254037844385,-0.5000000000000004
2280,2019-04-20 17:00:00,High,34.4,69.7,80.4,LIGHT,23.0,1014.0,50.0,5.0,céu limpo,2019,4,20,17,5,1,0,Spring,3,2,0.0,1,0,137,0.8669154228855721,32.3,35.1,33.1,101.2,58.1,50.9,33.93333333333334,1.4571661996271335,2.1000000000000014,17_5,-0.9659258262890683,-0.25881904510252063
1186,2019-04-20 18:00:00,Medium,34.2,46.4,83.1,LIGHT,23.0,1014.0,49.0,5.0,céu limpo,2019,4,20,18,5,1,0,Spring,2,2,0.0,1,0,138,0.5583634175691937,34.4,32.3,33.1,69.7,101.2,34.3,33.63333333333333,1.1590225767153444,-0.19999999999999574,18_5,-1.0,-1.8369701987210297e-16
2378,2019-04-20 19:00:00,Medium,33.4,25.2,81.4,LOW_LIGHT,22.0,1013.0,56.0,3.0,céu limpo,2019,4,20,19,5,1,0,Spring,2,1,0.0,1,1,139,0.30958230958230953,34.2,34.4,35.1,46.4,69.7,58.1,34.0,0.5291502622152134,-0.8000000000000043,19_5,-0.9659258262890684,0.2588190451025203
767,2019-04-20 20:00:00,Low,36.5,11.0,80.1,DARK,20.0,1013.0,77.0,1.0,céu limpo,2019,4,20,20,5,1,0,Spring,1,0,0.0,0,1,140,0.1373283395755306,33.4,34.2,32.3,25.2,46.4,101.2,34.699999999999996,1.609347693943796,3.1000000000000014,20_5,-0.8660254037844386,0.5000000000000001
5253,2019-04-20 21:00:00,Low,35.5,8.1,73.9,DARK,18.0,1013.0,82.0,9.0,céu pouco nublado,2019,4,20,21,5,1,0,Spring,1,0,2.0,0,1,141,0.10960757780784842,36.5,33.4,34.4,11.0,25.2,69.7,35.13333333333333,1.582192571508101,-1.0,21_5,-0.7071067811865477,0.7071067811865474
1519,2019-04-20 22:00:00,Medium,35.2,16.1,71.9,DARK,18.0,1013.0,82.0,9.0,céu pouco nublado,2019,4,20,22,5,1,0,Spring,2,0,2.0,0,1,142,0.2239221140472879,35.5,36.5,34.2,8.1,11.0,46.4,35.733333333333334,0.680685928556801,-0.29999999999999716,22_5,-0.5000000000000004,0.8660254037844384
4114,2019-04-20 23:00:00,Low,35.9,16.7,90.6,DARK,17.0,1013.0,77.0,3.0,céu pouco nublado,2019,4,20,23,5,1,0,Spring,1,0,2.0,0,1,143,0.18432671081677704,35.2,35.5,33.4,16.1,8.1,25.2,35.53333333333333,0.35118845843121727,0.6999999999999957,23_5,-0.25881904510252157,0.9659258262890681
680,2019-04-21 00:00:00,Low,36.4,0.8,77.0,DARK,17.0,1013.0,56.0,3.0,céu pouco nublado,2019,4,21,0,6,1,0,Spring,0,0,2.0,0,1,144,0.01038961038961039,35.9,35.2,36.5,16.7,16.1,11.0,35.833333333333336,0.6027713773357252,0.5,0_6,0.0,1.0
1964,2019-04-21 02:00:00,Low,41.4,4.1,65.3,DARK,16.0,1013.0,52.0,2.0,céu limpo,2019,4,21,2,6,1,0,Spring,1,0,0.0,0,1,146,0.06278713629402756,36.4,35.9,35.5,0.8,16.7,8.1,37.9,3.041381265149323,5.0,2_6,0.49999999999999994,0.8660254037844387
5540,2019-04-21 03:00:00,Low,38.7,3.0,71.2,DARK,16.0,1013.0,45.0,2.0,céu limpo,2019,4,21,3,6,1,0,Spring,0,0,0.0,0,1,147,0.042134831460674156,41.4,36.4,35.2,4.1,0.8,16.1,38.833333333333336,2.5026652459596694,-2.6999999999999957,3_6,0.7071067811865476,0.7071067811865476
2868,2019-04-21 04:00:00,Low,41.5,0.0,76.3,DARK,15.0,1013.0,58.0,5.0,céu limpo,2019,4,21,4,6,1,0,Spring,0,0,0.0,0,1,148,0.0,38.7,41.4,35.9,3.0,4.1,16.7,40.53333333333333,1.5885003409926985,2.799999999999997,4_6,0.8660254037844386,0.5000000000000001
6602,2019-04-21 05:00:00,Low,46.8,1.2,72.6,DARK,14.0,1013.0,76.0,1.0,céu limpo,2019,4,21,5,6,1,0,Spring,1,0,0.0,0,1,149,0.01652892561983471,41.5,38.7,36.4,0.0,3.0,0.8,42.333333333333336,4.1137979208188415,5.299999999999997,5_6,0.9659258262890683,0.25881904510252074
6480,2019-04-21 06:00:00,Low,41.5,0.0,76.3,LOW_LIGHT,14.0,1013.0,66.0,1.0,céu limpo,2019,4,21,6,6,1,0,Spring,0,1,0.0,0,1,150,0.0,46.8,41.5,41.4,1.2,0.0,4.1,43.26666666666667,3.059956426704994,-5.299999999999997,6_6,1.0,6.123233995736766e-17
729,2019-04-21 07:00:00,Low,41.5,0.0,76.3,LIGHT,14.0,1014.0,76.0,2.0,céu limpo,2019,4,21,7,6,1,0,Spring,0,2,0.0,1,0,151,0.0,41.5,46.8,38.7,0.0,1.2,3.0,43.26666666666667,3.059956426704994,0.0,7_6,0.9659258262890683,-0.25881904510252063
4808,2019-04-21 08:00:00,Low,41.5,0.0,76.3,LIGHT,17.0,1014.0,82.0,1.0,céu limpo,2019,4,21,8,6,1,0,Spring,0,2,0.0,1,0,152,0.0,41.5,41.5,41.5,0.0,0.0,0.0,41.5,0.0,0.0,8_6,0.8660254037844387,-0.4999999999999998
4016,2019-04-21 09:00:00,Low,36.3,8.5,78.6,LIGHT,18.0,1014.0,59.0,1.0,céu limpo,2019,4,21,9,6,1,0,Spring,0,2,0.0,1,0,153,0.10814249363867685,41.5,41.5,46.8,0.0,0.0,1.2,39.76666666666666,3.002221399786198,-5.200000000000003,9_6,0.7071067811865476,-0.7071067811865475
4624,2019-04-21 10:00:00,Low,31.1,15.4,79.0,LIGHT,19.0,1014.0,43.0,1.0,céu limpo,2019,4,21,10,6,1,0,Spring,1,2,0.0,1,0,154,0.1949367088607595,36.3,41.5,41.5,8.5,0.0,0.0,36.3,5.200000000000172,-5.199999999999996,10_6,0.49999999999999994,-0.8660254037844387
1140,2019-04-21 12:00:00,Medium,35.5,14.6,81.0,LIGHT,21.0,1013.0,56.0,3.0,céu pouco nublado,2019,4,21,12,6,1,0,Spring,2,2,2.0,1,0,156,0.18024691358024691,31.1,36.3,41.5,15.4,8.5,0.0,34.300000000000004,2.800000000000413,4.399999999999999,12_6,1.2246467991473532e-16,-1.0
5993,2019-04-21 13:00:00,Medium,39.1,22.1,86.4,LIGHT,22.0,1012.0,46.0,5.0,céu pouco nublado,2019,4,21,13,6,1,0,Spring,2,2,2.0,0,0,157,0.25578703703703703,35.5,31.1,41.5,14.6,15.4,0.0,35.23333333333333,4.0066611203513816,3.6000000000000014,13_6,-0.2588190451025208,-0.9659258262890683
3621,2019-04-21 14:00:00,Medium,35.8,19.8,73.2,LIGHT,22.0,1011.0,43.0,5.0,céu pouco nublado,2019,4,21,14,6,1,0,Spring,2,2,2.0,1,0,158,0.27049180327868855,39.1,35.5,36.3,22.1,14.6,8.5,36.800000000000004,1.9974984355442258,-3.3000000000000043,14_6,-0.4999999999999997,-0.8660254037844388
3466,2019-04-21 15:00:00,High,34.7,70.3,85.5,LIGHT,22.0,1010.0,49.0,7.0,céu pouco nublado,2019,4,21,15,6,1,0,Spring,3,2,2.0,1,0,159,0.8222222222222222,35.8,39.1,31.1,19.8,22.1,15.4,36.53333333333333,2.289832599413116,-1.0999999999999943,15_6,-0.7071067811865471,-0.7071067811865479
5194,2019-04-21 16:00:00,High,38.2,160.7,74.1,LIGHT,22.0,1009.0,56.0,5.0,céu pouco nublado,2019,4,21,16,6,1,0,Spring,3,2,2.0,1,0,160,2.1686909581646425,34.7,35.8,35.5,70.3,19.8,14.6,36.23333333333334,1.7897858344883355,3.5,16_6,-0.8660254037844385,-0.5000000000000004
1448,2019-04-21 17:00:00,High,38.0,171.2,88.5,LIGHT,18.0,1009.0,68.0,5.0,céu pouco nublado,2019,4,21,17,6,1,0,Spring,3,2,2.0,1,0,161,1.934463276836158,38.2,34.7,39.1,160.7,70.3,22.1,36.96666666666667,1.9655363983744734,-0.20000000000000284,17_6,-0.9659258262890683,-0.25881904510252063
3379,2019-04-21 18:00:00,Medium,35.1,43.5,82.9,LIGHT,18.0,1008.0,77.0,3.0,nuvens dispersas,2019,4,21,18,6,1,0,Spring,2,2,4.0,1,1,162,0.5247285886610373,38.0,38.2,35.8,171.2,160.7,19.8,37.1,1.734935157290188,-2.8999999999999986,18_6,-1.0,-1.8369701987210297e-16
4469,2019-04-21 19:00:00,Medium,42.8,26.3,83.8,LOW_LIGHT,18.0,1008.0,72.0,2.0,nuvens dispersas,2019,4,21,19,6,1,0,Spring,2,1,4.0,1,1,163,0.3138424821002387,35.1,38.0,34.7,43.5,171.2,70.3,38.63333333333333,3.8888730158407614,7.699999999999996,19_6,-0.9659258262890684,0.2588190451025203
5111,2019-04-21 20:00:00,Low,41.8,0.0,73.6,DARK,17.0,1007.0,68.0,4.0,céu pouco nublado,2019,4,21,20,6,1,0,Spring,0,0,2.0,0,1,164,0.0,42.8,35.1,38.2,26.3,43.5,160.7,39.9,4.186884283091752,-1.0,20_6,-0.8660254037844386,0.5000000000000001
556,2019-04-21 21:00:00,Low,37.8,0.6,78.9,DARK,16.0,1007.0,77.0,1.0,céu limpo,2019,4,21,21,6,1,0,Spring,0,0,0.0,0,1,165,0.007604562737642585,41.8,42.8,38.0,0.0,26.3,171.2,40.8,2.645751311064685,-4.0,21_6,-0.7071067811865477,0.7071067811865474
6405,2019-04-21 22:00:00,Low,37.8,1.4,76.1,DARK,15.0,1008.0,72.0,3.0,céu limpo,2019,4,21,22,6,1,0,Spring,0,0,0.0,0,1,166,0.018396846254927726,37.8,41.8,35.1,0.6,0.0,43.5,39.13333333333333,2.309401076758713,0.0,22_6,-0.5000000000000004,0.8660254037844384
5044,2019-04-21 23:00:00,Low,41.6,0.0,76.1,DARK,15.0,1008.0,72.0,3.0,céu limpo,2019,4,21,23,6,1,0,Spring,0,0,0.0,0,1,167,0.0,37.8,37.8,42.8,1.4,0.6,26.3,39.06666666666666,2.1939310229208044,3.8000000000000043,23_6,-0.25881904510252157,0.9659258262890681
4855,2019-04-22 00:00:00,Low,38.5,1.8,74.4,DARK,14.0,1007.0,76.0,4.0,céu limpo,2019,4,22,0,0,0,0,Spring,0,0,0.0,0,1,0,0.024193548387096774,41.6,37.8,41.8,0.0,1.4,0.0,39.300000000000004,2.0223748416158966,-3.1000000000000014,0_0,0.0,1.0
6197,2019-04-22 01:00:00,Low,41.5,0.0,76.3,DARK,13.0,1007.0,93.0,4.0,céu limpo,2019,4,22,1,0,0,0,Spring,0,0,0.0,0,1,1,0.0,38.5,41.6,37.8,1.8,0.0,0.6,40.53333333333333,1.7616280348966666,3.0,1_0,0.25881904510252074,0.9659258262890683
3487,2019-04-22 03:00:00,Low,41.5,0.0,76.3,DARK,12.0,1006.0,93.0,1.0,céu limpo,2019,4,22,3,0,0,0,Spring,0,0,0.0,0,1,3,0.0,41.5,38.5,37.8,0.0,1.8,1.4,40.5,1.732050807569042,0.0,3_0,0.7071067811865476,0.7071067811865476
2155,2019-04-22 05:00:00,Low,41.6,0.0,76.1,DARK,11.0,1004.0,87.0,3.0,céu limpo,2019,4,22,5,0,0,0,Spring,0,0,0.0,0,1,5,0.0,41.5,41.5,41.6,0.0,0.0,0.0,41.53333333333334,0.05773502692138787,0.10000000000000142,5_0,0.9659258262890683,0.25881904510252074
1905,2019-04-22 06:00:00,Low,37.3,4.5,77.4,LOW_LIGHT,11.0,1004.0,87.0,4.0,céu limpo,2019,4,22,6,0,0,0,Spring,1,1,0.0,0,1,6,0.05813953488372093,41.6,41.5,38.5,0.0,0.0,1.8,40.13333333333333,2.454248017893472,-4.300000000000004,6_0,1.0,6.123233995736766e-17
98,2019-04-22 07:00:00,Medium,41.1,13.9,75.1,LIGHT,12.0,1004.0,87.0,3.0,céu limpo,2019,4,22,7,0,0,0,Spring,2,2,0.0,1,0,7,0.18508655126498005,37.3,41.6,41.5,4.5,0.0,0.0,40.0,2.351595203261127,3.8000000000000043,7_0,0.9659258262890683,-0.25881904510252063
6685,2019-04-22 08:00:00,Low,34.6,13.6,85.0,LIGHT,14.0,1004.0,82.0,2.0,nuvens quebradas,2019,4,22,8,0,0,0,Spring,1,2,5.0,1,1,8,0.16,41.1,37.3,41.5,13.9,4.5,0.0,37.666666666666664,3.265475973473813,-6.5,8_0,0.8660254037844387,-0.4999999999999998
4798,2019-04-22 09:00:00,Low,34.7,10.4,76.9,LIGHT,14.0,1004.0,87.0,5.0,nuvens quebradas,2019,4,22,9,0,0,0,Spring,1,2,5.0,1,1,9,0.1352405721716515,34.6,41.1,41.6,13.6,13.9,0.0,36.800000000000004,3.724244889907439,0.10000000000000142,9_0,0.7071067811865476,-0.7071067811865475
2434,2019-04-22 10:00:00,Low,33.6,12.6,76.2,LIGHT,15.0,1003.0,87.0,5.0,nuvens quebradas,2019,4,22,10,0,0,0,Spring,1,2,5.0,1,0,10,0.1653543307086614,34.7,34.6,37.3,10.4,13.6,4.5,34.300000000000004,0.6082762530318271,-1.1000000000000014,10_0,0.49999999999999994,-0.8660254037844387
2171,2019-04-22 11:00:00,Medium,33.0,24.8,82.0,LIGHT,16.0,1003.0,87.0,5.0,nuvens quebradas,2019,4,22,11,0,0,0,Spring,2,2,5.0,1,1,11,0.3024390243902439,33.6,34.7,41.1,12.6,10.4,13.9,33.76666666666667,0.8621678104266818,-0.6000000000000014,11_0,0.258819045102521,-0.9659258262890682
1328,2019-04-22 13:00:00,Medium,33.1,15.9,76.9,LIGHT,17.0,1002.0,77.0,4.0,nuvens quebradas,2019,4,22,13,0,0,0,Spring,2,2,5.0,0,1,13,0.20676202860858256,33.0,33.6,34.6,24.8,12.6,13.6,33.233333333333334,0.3214550253707368,0.10000000000000142,13_0,-0.2588190451025208,-0.9659258262890683
4069,2019-04-22 14:00:00,Medium,32.2,29.7,80.6,LIGHT,16.0,1001.0,87.0,4.0,nuvens quebradas,2019,4,22,14,0,0,0,Spring,2,2,5.0,1,1,14,0.36848635235732013,33.1,33.0,34.7,15.9,24.8,10.4,32.766666666666666,0.4932882862345735,-0.8999999999999986,14_0,-0.4999999999999997,-0.8660254037844388
5404,2019-04-22 15:00:00,High,35.4,67.0,78.1,LIGHT,15.0,1001.0,82.0,4.0,nuvens quebradas,2019,4,22,15,0,0,0,Spring,3,2,5.0,1,1,15,0.8578745198463509,32.2,33.1,33.6,29.7,15.9,12.6,33.56666666666667,1.6502525059323427,3.1999999999999957,15_0,-0.7071067811865471,-0.7071067811865479
3964,2019-04-22 17:00:00,Very_High,42.2,75.9,79.4,LIGHT,14.0,999.0,87.0,6.0,céu pouco nublado,2019,4,22,17,0,0,0,Spring,4,2,2.0,1,0,17,0.9559193954659949,35.4,32.2,33.0,67.0,29.7,24.8,36.6,5.106858133921642,6.800000000000004,17_0,-0.9659258262890683,-0.25881904510252063
2091,2019-04-22 18:00:00,High,44.5,36.5,89.0,LIGHT,13.0,998.0,93.0,6.0,céu pouco nublado,2019,4,22,18,0,0,0,Spring,3,2,2.0,1,0,18,0.4101123595505618,42.2,35.4,33.1,75.9,67.0,15.9,40.699999999999996,4.7318072657284205,2.299999999999997,18_0,-1.0,-1.8369701987210297e-16
5840,2019-04-22 20:00:00,Medium,46.2,0.0,71.9,DARK,12.0,996.0,93.0,6.0,céu pouco nublado,2019,4,22,20,0,0,0,Spring,0,0,2.0,0,1,20,0.0,44.5,42.2,32.2,36.5,75.9,29.7,44.300000000000004,2.0074859899882447,1.7000000000000028,20_0,-0.8660254037844386,0.5000000000000001
4705,2019-04-22 22:00:00,Medium,44.0,0.0,68.5,DARK,10.0,998.0,100.0,1.0,céu pouco nublado,2019,4,22,22,0,0,0,Spring,0,0,2.0,0,1,22,0.0,46.2,44.5,35.4,0.0,36.5,67.0,44.900000000000006,1.1532562594665994,-2.200000000000003,22_0,-0.5000000000000004,0.8660254037844384
884,2019-04-22 23:00:00,Medium,51.6,2.2,69.6,DARK,10.0,997.0,100.0,2.0,céu pouco nublado,2019,4,22,23,0,0,0,Spring,2,0,2.0,0,1,23,0.031609195402298854,44.0,46.2,42.2,0.0,0.0,75.9,47.26666666666667,3.910669166949749,7.600000000000001,23_0,-0.25881904510252157,0.9659258262890681
1316,2019-04-23 00:00:00,Low,39.2,3.6,70.6,DARK,9.0,997.0,100.0,1.0,céu pouco nublado,2019,4,23,0,1,0,0,Spring,1,0,2.0,0,1,24,0.0509915014164306,51.6,44.0,44.5,2.2,0.0,36.5,44.93333333333334,6.252466180103032,-12.399999999999999,0_1,0.0,1.0
1783,2019-04-23 01:00:00,Low,39.4,7.3,80.4,DARK,9.0,996.0,100.0,2.0,céu pouco nublado,2019,4,23,1,1,0,0,Spring,0,0,2.0,0,1,25,0.0907960199004975,39.2,51.6,46.2,3.6,2.2,0.0,43.4,7.102112361825836,0.19999999999999574,1_1,0.25881904510252074,0.9659258262890683
2550,2019-04-23 02:00:00,Low,43.8,11.4,75.1,DARK,9.0,996.0,76.0,3.0,céu pouco nublado,2019,4,23,2,1,0,0,Spring,1,0,2.0,0,1,26,0.15179760319573904,39.4,39.2,44.0,7.3,3.6,0.0,40.800000000000004,2.600000000000027,4.399999999999999,2_1,0.49999999999999994,0.8660254037844387
6584,2019-04-23 03:00:00,Very_High,46.6,0.0,72.6,DARK,9.0,996.0,71.0,3.0,nuvens dispersas,2019,4,23,3,1,0,0,Spring,0,0,4.0,0,1,27,0.0,43.8,39.4,51.6,11.4,7.3,2.2,43.26666666666667,3.6295086903509053,2.8000000000000043,3_1,0.7071067811865476,0.7071067811865476
2060,2019-04-23 04:00:00,Very_High,47.0,0.0,72.7,DARK,8.0,996.0,76.0,5.0,nuvens dispersas,2019,4,23,4,1,0,0,Spring,0,0,4.0,0,1,28,0.0,46.6,43.8,39.2,0.0,11.4,3.6,45.79999999999999,1.743559577415886,0.3999999999999986,4_1,0.8660254037844386,0.5000000000000001
6388,2019-04-23 06:00:00,Very_High,40.7,1.7,73.2,LOW_LIGHT,8.0,995.0,93.0,2.0,nuvens quebradas,2019,4,23,6,1,0,0,Spring,0,1,5.0,0,1,30,0.023224043715846993,47.0,46.6,39.4,0.0,0.0,7.3,44.76666666666667,3.5275109260400996,-6.299999999999997,6_1,1.0,6.123233995736766e-17
1216,2019-04-23 07:00:00,Very_High,47.6,94.1,66.9,LIGHT,8.0,996.0,87.0,1.0,nuvens quebradas,2019,4,23,7,1,0,0,Spring,4,2,5.0,1,0,31,1.4065769805680117,40.7,47.0,43.8,1.7,0.0,11.4,45.1,3.8223029707231273,6.899999999999999,7_1,0.9659258262890683,-0.25881904510252063
3730,2019-04-23 08:00:00,Very_High,45.8,154.5,65.5,LIGHT,8.0,997.0,93.0,3.0,nuvens quebradas,2019,4,23,8,1,0,0,Spring,4,2,5.0,1,0,32,2.3587786259541983,47.6,40.7,46.6,94.1,1.7,0.0,44.699999999999996,3.5791060336345115,-1.8000000000000043,8_1,0.8660254037844387,-0.4999999999999998
6344,2019-04-23 09:00:00,High,41.5,104.4,71.7,LIGHT,9.0,997.0,87.0,3.0,nuvens quebradas,2019,4,23,9,1,0,0,Spring,3,2,5.0,1,1,33,1.4560669456066946,45.8,47.6,47.0,154.5,94.1,0.0,44.96666666666667,3.134219732777559,-4.299999999999997,9_1,0.7071067811865476,-0.7071067811865475
521,2019-04-23 10:00:00,High,35.0,51.4,79.2,LIGHT,11.0,998.0,81.0,2.0,nuvens dispersas,2019,4,23,10,1,0,0,Spring,3,2,4.0,1,0,34,0.6489898989898989,41.5,45.8,40.7,104.4,154.5,1.7,40.76666666666667,5.437217425607827,-6.5,10_1,0.49999999999999994,-0.8660254037844387
1100,2019-04-23 11:00:00,Medium,32.1,32.8,76.0,LIGHT,11.0,999.0,87.0,1.0,nuvens dispersas,2019,4,23,11,1,0,0,Spring,2,2,4.0,1,0,35,0.431578947368421,35.0,41.5,47.6,51.4,104.4,94.1,36.199999999999996,4.813522618623638,-2.8999999999999986,11_1,0.258819045102521,-0.9659258262890682
535,2019-04-23 13:00:00,Medium,39.4,15.0,81.3,LIGHT,12.0,999.0,76.0,2.0,nuvens dispersas,2019,4,23,13,1,0,0,Spring,2,2,4.0,0,0,37,0.18450184501845018,32.1,35.0,45.8,32.8,51.4,154.5,35.5,3.675595189898034,7.299999999999997,13_1,-0.2588190451025208,-0.9659258262890683
4142,2019-04-23 14:00:00,Medium,36.1,31.2,82.7,LIGHT,12.0,1000.0,76.0,6.0,nuvens dispersas,2019,4,23,14,1,0,0,Spring,2,2,4.0,1,0,38,0.37726723095525994,39.4,32.1,41.5,15.0,32.8,104.4,35.86666666666667,3.6555893277739493,-3.299999999999997,14_1,-0.4999999999999997,-0.8660254037844388
2150,2019-04-23 15:00:00,Medium,36.4,29.2,79.4,LIGHT,13.0,1000.0,71.0,3.0,nuvens dispersas,2019,4,23,15,1,0,0,Spring,2,2,4.0,1,0,39,0.36775818639798485,36.1,39.4,35.0,31.2,15.0,51.4,37.300000000000004,1.8248287590897587,0.29999999999999716,15_1,-0.7071067811865471,-0.7071067811865479
6073,2019-04-23 16:00:00,Medium,34.9,35.2,79.2,LIGHT,13.0,1000.0,71.0,4.0,nuvens dispersas,2019,4,23,16,1,0,0,Spring,2,2,4.0,1,0,40,0.4444444444444445,36.4,36.1,32.1,29.2,31.2,32.8,35.8,0.7937253933203251,-1.5,16_1,-0.8660254037844385,-0.5000000000000004
2928,2019-04-23 19:00:00,Medium,36.6,15.8,83.8,LOW_LIGHT,11.0,1000.0,71.0,3.0,nuvens dispersas,2019,4,23,19,1,0,0,Spring,2,1,4.0,1,1,43,0.1885441527446301,34.9,36.4,39.4,35.2,29.2,15.0,35.96666666666667,0.9291573243185396,1.7000000000000028,19_1,-0.9659258262890684,0.2588190451025203
